restaurant_name,restaurant_link,user_name,user_profile_link,rating,visit_date,travel_type,review_title,review_text,source_file
Adana Dostlar kebapcısı,https://www.tripadvisor.com.tr/Restaurant_Review-g672951-d8569567-Reviews-Adana_Dostlar_kebapcIsI-Mardin_Mardin_Province.html,798abdurrahima,https://www.tripadvisor.com.tr/Profile/798abdurrahima,5,"18 Haziran 2025
Bu yorum, bir Tripadvisor üyesinin öznel görüşü olup Tripadvisor LLC şirketine ait değildir. Tripadvisor, yorumlar üzerinde kontroller yapmaktadır.",arkadaşlar,Mardin tabağını deneyin efsaneydi,"Yemeklerimiz güzel geldi biz mardin tabağını tercih ettik turla gittiğimiz bir yerdi yöresel lezzetleri güzeldi tabak doyurucuydu
Devamını okuyun",Adana Dostlar kebapcısı_reviews.json
Adana Dostlar kebapcısı,https://www.tripadvisor.com.tr/Restaurant_Review-g672951-d8569567-Reviews-Adana_Dostlar_kebapcIsI-Mardin_Mardin_Province.html,mertbey2016,https://www.tripadvisor.com.tr/Profile/mertbey2016,5,"24 Mayıs 2025
Bu yorum, bir Tripadvisor üyesinin öznel görüşü olup Tripadvisor LLC şirketine ait değildir. Tripadvisor, yorumlar üzerinde kontroller yapmaktadır.",arkadaşlar,Dostlar,"Tur şirketlerinin götürdüğü bir nevi halk aş evi niteliğinde bir yer, kalabalık, tam anlamıyla doymuş ve müşteri memnuniyetini önemsemeyen bir işletme, verilen parayı hak etmeyen bir yer, buraya gideceğinize karşı marketten kraker ayran yiyin derim, kendiniz karar verin benden bu kadar",Adana Dostlar kebapcısı_reviews.json
Adana Dostlar kebapcısı,https://www.tripadvisor.com.tr/Restaurant_Review-g672951-d8569567-Reviews-Adana_Dostlar_kebapcIsI-Mardin_Mardin_Province.html,derya_237,https://www.tripadvisor.com.tr/Profile/derya_237,5,"4 Nisan 2025
Bu yorum, bir Tripadvisor üyesinin öznel görüşü olup Tripadvisor LLC şirketine ait değildir. Tripadvisor, yorumlar üzerinde kontroller yapmaktadır.",çiftler,En kotu deneyim,"Turla birlikte öğlen yemeği icin gittik ve inanilmaz kotuydu hersey.Porsiyonlar cok kucuk, asiri pahali ve personel oldukca kabaydi. Cok kotu bir deneyimdi ve hicbir zaman tercih etmem.",Adana Dostlar kebapcısı_reviews.json
Adana Dostlar kebapcısı,https://www.tripadvisor.com.tr/Restaurant_Review-g672951-d8569567-Reviews-Adana_Dostlar_kebapcIsI-Mardin_Mardin_Province.html,392hanifik,https://www.tripadvisor.com.tr/Profile/392hanifik,5,"1 Nisan 2025
Bu yorum, bir Tripadvisor üyesinin öznel görüşü olup Tripadvisor LLC şirketine ait değildir. Tripadvisor, yorumlar üzerinde kontroller yapmaktadır.",aile,Vasat,Bi Urfa Adana Antep te yerdiğiniz yemeğinin tadını kesinlikle bulamıyorsunuz ama fiyat olarak daha gazla ücret talep ediyor..,Adana Dostlar kebapcısı_reviews.json
Adana Dostlar kebapcısı,https://www.tripadvisor.com.tr/Restaurant_Review-g672951-d8569567-Reviews-Adana_Dostlar_kebapcIsI-Mardin_Mardin_Province.html,alitA1163SP,https://www.tripadvisor.com.tr/Profile/alitA1163SP,5,"16 Ekim 2024
Bu yorum, bir Tripadvisor üyesinin öznel görüşü olup Tripadvisor LLC şirketine ait değildir. Tripadvisor, yorumlar üzerinde kontroller yapmaktadır.",arkadaşlar,Berbat,"Mardin’e özgü yemekler için tercih ettik ama güneydoğuda yediğimiz en kötü yemekti. Mardin tabağı görseldekinin aksine çok küçük ve hiç doyurucu değil. İçle köfte yenilecek gibi değildi. Tabaktaki herşey soğuktu. Sanırım önceden hazırlayıp kolay olsun diye müşteri geldiğinde getiriliyor. Servis çok kötüydü. Kasa da bile güler yüz yok. Patronları ikinci salata yediniz mi diye sordu. Esnaflık yok paranıza yazık etmeyin.
Devamını okuyun",Adana Dostlar kebapcısı_reviews.json
Adana Dostlar kebapcısı,https://www.tripadvisor.com.tr/Restaurant_Review-g672951-d8569567-Reviews-Adana_Dostlar_kebapcIsI-Mardin_Mardin_Province.html,rizkallat2024,https://www.tripadvisor.com.tr/Profile/rizkallat2024,5,"21 Eylül 2024
Bu yorum, bir Tripadvisor üyesinin öznel görüşü olup Tripadvisor LLC şirketine ait değildir. Tripadvisor, yorumlar üzerinde kontroller yapmaktadır.",çiftler,Mutlaka ugrayin,"Akdeniz yöresinde sogan ve Avrupada yasan cifler olarak 9,9 veriyoruz.
 Esim ile bize lezzetli etleri ve mezeleri bize Hatay-Adana-Mardin mutfaklarini tadini yasatti.
Servisi ve personeli cok hos ve takdire deger bir sekilde güler yüzle düzenli uyguladilar. 
Fiyatlarin eski Mardin de yedigimiz yemeklerden hem daha lezzetli bol hemde daha uygun.
Salata nin ve mezelerin bollugu ve tadlari eski mardindeki ucuk fiyatlardan ve masadaki azliklarindan bin kat daha iyi.
Devamını okuyun",Adana Dostlar kebapcısı_reviews.json
Adana Dostlar kebapcısı,https://www.tripadvisor.com.tr/Restaurant_Review-g672951-d8569567-Reviews-Adana_Dostlar_kebapcIsI-Mardin_Mardin_Province.html,540_smihant,https://www.tripadvisor.com.tr/Profile/540_smihant,5,"19 Haziran 2024
Bu yorum, bir Tripadvisor üyesinin öznel görüşü olup Tripadvisor LLC şirketine ait değildir. Tripadvisor, yorumlar üzerinde kontroller yapmaktadır.",aile,Vasat,Eşim ve bebeğimle şehirdışından geldik turlar ile anlaştıklarını ifade ettiler kapıdan geri çevirdiler boş masalar vardı nezaket misafirperverlik berbattı,Adana Dostlar kebapcısı_reviews.json
Adana Dostlar kebapcısı,https://www.tripadvisor.com.tr/Restaurant_Review-g672951-d8569567-Reviews-Adana_Dostlar_kebapcIsI-Mardin_Mardin_Province.html,zeynepd524,https://www.tripadvisor.com.tr/Profile/zeynepd524,5,"11 Nisan 2024
Bu yorum, bir Tripadvisor üyesinin öznel görüşü olup Tripadvisor LLC şirketine ait değildir. Tripadvisor, yorumlar üzerinde kontroller yapmaktadır.",aile,Bence,Lezzet olarak kötü degildi.3 defa ekmek istedim gelmedi. Porsiyonlar okadar küçükki resimde gözüktüğü gibi degil kesinlikle Mardin kebabı geliyor 1 şişi 3 paraya bölmüşler. Uygun felan da degil 280 TL idi. Bence gelinmez,Adana Dostlar kebapcısı_reviews.json
Adana Dostlar kebapcısı,https://www.tripadvisor.com.tr/Restaurant_Review-g672951-d8569567-Reviews-Adana_Dostlar_kebapcIsI-Mardin_Mardin_Province.html,797dilekd,https://www.tripadvisor.com.tr/Profile/797dilekd,5,"17 Kasım 2023
Bu yorum, bir Tripadvisor üyesinin öznel görüşü olup Tripadvisor LLC şirketine ait değildir. Tripadvisor, yorumlar üzerinde kontroller yapmaktadır.",business,Tavsiye Etmiyorum!!!!,"Öncelikle turla katılmış olduğumuz için bizi kısıtlı bir alana oturmak zorunda bıraktılar. Sipariş takibi yapmakta zorlanıyorlar. getirdikleri tabak masa masa dolaştı sahibini bulana kadar. bizim sipariş ettiğimiz pideyi unuttukları için hatırlattıktan sonra yapıp getirdiler. Ürünler fena değildi ama servis ve fiyat politikası kötü. Meni listesinde su, içecek ve salata menüye dahil görünmesine rağmen her birinden ayrı ücret aldılar. Bu nedenle yüksek hesap ödemek zorunda kaldık. Turdaki herkes memnuniyetsizliğini tur görevlilerine de söyledi. Tuvaletlerde hijyen sıfır. Çöpler her yerdeydi. Asla tavsiye etmiyorum.
Devamını okuyun",Adana Dostlar kebapcısı_reviews.json
Adana Dostlar kebapcısı,https://www.tripadvisor.com.tr/Restaurant_Review-g672951-d8569567-Reviews-Adana_Dostlar_kebapcIsI-Mardin_Mardin_Province.html,muhammedt925,https://www.tripadvisor.com.tr/Profile/muhammedt925,5,"22 Ekim 2023
Bu yorum, bir Tripadvisor üyesinin öznel görüşü olup Tripadvisor LLC şirketine ait değildir. Tripadvisor, yorumlar üzerinde kontroller yapmaktadır.",aile,Hizmetiniz için çok teşekkürler adana,"Yediğim en iyi adana dürümü tavsiye ederim aile için çok iyi bı restoran çok güzel teşekkürler adana dostlar kebapçısı
Devamını okuyun",Adana Dostlar kebapcısı_reviews.json
Adana Dostlar kebapcısı,https://www.tripadvisor.com.tr/Restaurant_Review-g672951-d8569567-Reviews-Adana_Dostlar_kebapcIsI-Mardin_Mardin_Province.html,Berat47,https://www.tripadvisor.com.tr/Profile/Berat47,5,"29 Mayıs 2022
Bu yorum, bir Tripadvisor üyesinin öznel görüşü olup Tripadvisor LLC şirketine ait değildir. Tripadvisor, yorumlar üzerinde kontroller yapmaktadır.",aile,Böyle rezillik başka yerde yok,"İnsanlar aileleri ile birlikte bir restoranda gittiği zaman sıcak yemekler yemek ister, ama sağolsunlar onu bile zindan ettiler. Lahmacun istiyoruz soğuk olarak getiriyorlar ve restortantta 3 masa tek doluydu herhangi bir yoğunluk olsaydı soğuk gelmesini anlardım. Üstüne üstlük ezme salata istedim hemde tam 3 defa söyledim. Ona rağmen adamlar getirmedi. Umursuzluk seviyeleri tavan yapmış bu restorantın. Aile ve tur hiç farketmez hangisi olursa olsun sinir krizi ve rezillik yaşamak istemiyorsaniz sakın gitmeyin.
Devamını okuyun",Adana Dostlar kebapcısı_reviews.json
Adana Dostlar kebapcısı,https://www.tripadvisor.com.tr/Restaurant_Review-g672951-d8569567-Reviews-Adana_Dostlar_kebapcIsI-Mardin_Mardin_Province.html,Daydream799506,https://www.tripadvisor.com.tr/Profile/Daydream799506,5,"2 Mayıs 2022
Bu yorum, bir Tripadvisor üyesinin öznel görüşü olup Tripadvisor LLC şirketine ait değildir. Tripadvisor, yorumlar üzerinde kontroller yapmaktadır.",aile,Fena sayilmaz,Yemekler fena degil lezzetli sayilir ama dolmasi zayifti ayrica turla geldik diye cay ikram etmediler biraz kaba davrandilar,Adana Dostlar kebapcısı_reviews.json
Adana Dostlar kebapcısı,https://www.tripadvisor.com.tr/Restaurant_Review-g672951-d8569567-Reviews-Adana_Dostlar_kebapcIsI-Mardin_Mardin_Province.html,5858_nln,https://www.tripadvisor.com.tr/Profile/5858_nln,5,"30 Ekim 2021
Bu yorum, bir Tripadvisor üyesinin öznel görüşü olup Tripadvisor LLC şirketine ait değildir. Tripadvisor, yorumlar üzerinde kontroller yapmaktadır.",aile,Temiz ve lezzetli,Mardine gitme sebebiniz ne olursa olsun içiniz rahat yemek yiyebileceğiniz yerlerin en başında geliyor nezih ortamı güler yüzlü personeli ile tam ğuan,Adana Dostlar kebapcısı_reviews.json
Cercis Murat Konağı,https://www.tripadvisor.com.tr/Restaurant_Review-g672951-d1090301-Reviews-Cercis_Murat_KonagI-Mardin_Mardin_Province.html,akintutunculer,https://www.tripadvisor.com.tr/Profile/akintutunculer,5,"25 Ağustos 2018
Bu yorum, bir Tripadvisor üyesinin öznel görüşü olup Tripadvisor LLC şirketine ait değildir. Tripadvisor, yorumlar üzerinde kontroller yapmaktadır.",aile,"Yöresel yemekler, doyurucu manzara...","Mardin'e yöresel lezzetleri, manzara eşliğinde ve alkol da alabileceğiniz bir yer. Benzerlerinden en önemli fark alkol alabilecek olmanız. Garson sayısı az, hizmet gecikebiliyor. Terastan yer için ısrarcı olmanızı öneririm. Bölge için pahalı ancak batıdaki illerden gelenler için pahalı olmayan bir restoran.
Devamını okuyun",Cercis Murat Konağı_reviews.json
Cercis Murat Konağı,https://www.tripadvisor.com.tr/Restaurant_Review-g672951-d1090301-Reviews-Cercis_Murat_KonagI-Mardin_Mardin_Province.html,DURKAY50,https://www.tripadvisor.com.tr/Profile/DURKAY50,5,"9 Ağustos 2018
Bu yorum, bir Tripadvisor üyesinin öznel görüşü olup Tripadvisor LLC şirketine ait değildir. Tripadvisor, yorumlar üzerinde kontroller yapmaktadır.",aile,Mutfak konusuna hakim bir yer👍🏻,"Mekan güzel yemekler şahane illaki uğrayın kaburga dolması yiyin afiyetle manzaraya karşı 
Not: işkili olmasa daha iyi olacaktı😔",Cercis Murat Konağı_reviews.json
Cercis Murat Konağı,https://www.tripadvisor.com.tr/Restaurant_Review-g672951-d1090301-Reviews-Cercis_Murat_KonagI-Mardin_Mardin_Province.html,ardaarda,https://www.tripadvisor.com.tr/Profile/ardaarda,5,"6 Ağustos 2018
Bu yorum, bir Tripadvisor üyesinin öznel görüşü olup Tripadvisor LLC şirketine ait değildir. Tripadvisor, yorumlar üzerinde kontroller yapmaktadır.",çiftler,Harika,"Yemekler, sunumlar, ikramlar ve gelenekler o kadar harika ve bu kaliteye göre o kadar uygun fiyatlı ki manzara konusunda beklentiye girmeye bile gerek kalmıyor. Sahibinin burayı hizmete açma sürecini de mutlaka okumanızı öneririm.",Cercis Murat Konağı_reviews.json
Cercis Murat Konağı,https://www.tripadvisor.com.tr/Restaurant_Review-g672951-d1090301-Reviews-Cercis_Murat_KonagI-Mardin_Mardin_Province.html,burcuprak,https://www.tripadvisor.com.tr/Profile/burcuprak,5,"4 Ağustos 2018
Bu yorum, bir Tripadvisor üyesinin öznel görüşü olup Tripadvisor LLC şirketine ait değildir. Tripadvisor, yorumlar üzerinde kontroller yapmaktadır.",arkadaşlar,Çok başarılı,"Vejeteryan olduğum için meze ve zeytinyağlı merkezli bir yemek yedik ve yediğimiz her şey aşırı lezzetliydi. Mezelerin sunumu da, lezzeti de harikaydı. Zeytinyağlılar da aynı şekilde çok başarılıydı. Çalışan personel inanılmaz güleryüzlü ve ilgili idi. Her açıdan çok keyifli bir mekandı.",Cercis Murat Konağı_reviews.json
Cercis Murat Konağı,https://www.tripadvisor.com.tr/Restaurant_Review-g672951-d1090301-Reviews-Cercis_Murat_KonagI-Mardin_Mardin_Province.html,sedatty,https://www.tripadvisor.com.tr/Profile/sedatty,5,"1 Ağustos 2018
Bu yorum, bir Tripadvisor üyesinin öznel görüşü olup Tripadvisor LLC şirketine ait değildir. Tripadvisor, yorumlar üzerinde kontroller yapmaktadır.",aile,Basarisiz,Fiyatlar cok yuksek ydiginiz ve ictiginize degmiyor calisanlar amator kaburga dolmasi vasat cok abartili baharat,Cercis Murat Konağı_reviews.json
Cercis Murat Konağı,https://www.tripadvisor.com.tr/Restaurant_Review-g672951-d1090301-Reviews-Cercis_Murat_KonagI-Mardin_Mardin_Province.html,16merty,https://www.tripadvisor.com.tr/Profile/16merty,5,"30 Temmuz 2018
Bu yorum, bir Tripadvisor üyesinin öznel görüşü olup Tripadvisor LLC şirketine ait değildir. Tripadvisor, yorumlar üzerinde kontroller yapmaktadır.",aile,Lezzetmi oda ne servis berbat,Verdiginiz paranin karsiligini zaten lezzet olarak alamiyorsunuz bari ilgi alaka olsun dedik oda yok kaburga sinifta kaldı.servis elemanlari suratsiz hic bir talebe karsilik veremiyor,Cercis Murat Konağı_reviews.json
Cercis Murat Konağı,https://www.tripadvisor.com.tr/Restaurant_Review-g672951-d1090301-Reviews-Cercis_Murat_KonagI-Mardin_Mardin_Province.html,775elifc,https://www.tripadvisor.com.tr/Profile/775elifc,5,"30 Temmuz 2018
Bu yorum, bir Tripadvisor üyesinin öznel görüşü olup Tripadvisor LLC şirketine ait değildir. Tripadvisor, yorumlar üzerinde kontroller yapmaktadır.",arkadaşlar,Romantiklerce,Yemekleri lezzetliydi. Yalniz onceden rezervasyon sart.. yemek bitiminde gul sutu ile ellerinizi yikiyorsunuz. Birde hesap fisi eski bir utunun icinde geliyor. Meze cesidi cok fazla. Manzarasi da basariliydi 💖,Cercis Murat Konağı_reviews.json
Cercis Murat Konağı,https://www.tripadvisor.com.tr/Restaurant_Review-g672951-d1090301-Reviews-Cercis_Murat_KonagI-Mardin_Mardin_Province.html,DenizRs,https://www.tripadvisor.com.tr/Profile/DenizRs,5,"28 Temmuz 2018
Bu yorum, bir Tripadvisor üyesinin öznel görüşü olup Tripadvisor LLC şirketine ait değildir. Tripadvisor, yorumlar üzerinde kontroller yapmaktadır.",business,Fiyat/performans çok başarısız,"Garsonlar, yemek lezzeti, sunum, kalite olarak kesinlikle talep edilen fiyatların karşılığı degil. Olumsuz yorumlara rağmen şans vermek istedik ancak pişman olduk. Tavsiye etmem.",Cercis Murat Konağı_reviews.json
Cercis Murat Konağı,https://www.tripadvisor.com.tr/Restaurant_Review-g672951-d1090301-Reviews-Cercis_Murat_KonagI-Mardin_Mardin_Province.html,ftiryaki27,https://www.tripadvisor.com.tr/Profile/ftiryaki27,5,"24 Temmuz 2018
Bu yorum, bir Tripadvisor üyesinin öznel görüşü olup Tripadvisor LLC şirketine ait değildir. Tripadvisor, yorumlar üzerinde kontroller yapmaktadır.",arkadaşlar,Mükemmel,Servis sunum çok hoş.Yemekleri çok lezzetli.mutlaka sıcak yemek öncesi meze isteyin.sumak tarçınla yapılan şerbetlerini tercih edin(ikramdır)ana yemeklerden kuzu tandır ve sarma(kuşbaşı etle beraber sunum yapılıyor) tavsiye edilir.,Cercis Murat Konağı_reviews.json
Cercis Murat Konağı,https://www.tripadvisor.com.tr/Restaurant_Review-g672951-d1090301-Reviews-Cercis_Murat_KonagI-Mardin_Mardin_Province.html,Ozthetravellest,https://www.tripadvisor.com.tr/Profile/Ozthetravellest,5,"16 Temmuz 2018
Bu yorum, bir Tripadvisor üyesinin öznel görüşü olup Tripadvisor LLC şirketine ait değildir. Tripadvisor, yorumlar üzerinde kontroller yapmaktadır.",aile,Keyif aldık,"2 kişilik meze tabağı, kuzu/koyun sütü yoğurt, haşlanmış içli köfte, sarımsaklı patlıcan dolması ve Süryani mutfağından bir ana yemek söyledik. Tattığımız tüm lezzetler çok iyiydi. Buradaki kötü yorumlara şaşırdım açıkçası. Herkes mi Vedat Milör? Ardından meyve tabakları geldi. 50cl de Yeni Rakı Yeni Seri içtik. Herşey için 303TL hesap geldi. 160TL si rakı, kalanı yemekler. Biz memnun kaldık. Şef Garsondu sanırım, Erdoğan Bey, bize keyifli, gırgır bir gece yaşattı, kendisine teşekkürlerimi sunarım. 
İşletmeye bir not: Bizim olduğumuz gece garsonlar ve yönetim arasında sürekli bir sıkıntı vardı, servisler organize değildi sanırım ve tartışmaların birçoğunu duyduk, bilginiz olsun. Biz olaya mizahi yaklaştık ve aldırmadık ama başka misafirler bu konuşmaları duymaktan irite olabilir, bilginize.
Devamını okuyun",Cercis Murat Konağı_reviews.json
Cercis Murat Konağı,https://www.tripadvisor.com.tr/Restaurant_Review-g672951-d1090301-Reviews-Cercis_Murat_KonagI-Mardin_Mardin_Province.html,nihan8687,https://www.tripadvisor.com.tr/Profile/nihan8687,5,"8 Temmuz 2018
Bu yorum, bir Tripadvisor üyesinin öznel görüşü olup Tripadvisor LLC şirketine ait değildir. Tripadvisor, yorumlar üzerinde kontroller yapmaktadır.",belirtilmemiş,"Kaburga dolması vasat, mezeler güzel","Ambiyans harika, kadın girişimci olması takdire şayan. Ama kaburga dolması soğuk ve lezzetsiz. Fiyatlar çok uçuk. Porsiyonlar çok az.",Cercis Murat Konağı_reviews.json
Cercis Murat Konağı,https://www.tripadvisor.com.tr/Restaurant_Review-g672951-d1090301-Reviews-Cercis_Murat_KonagI-Mardin_Mardin_Province.html,kdrbrt,https://www.tripadvisor.com.tr/Profile/kdrbrt,5,"8 Temmuz 2018
Bu yorum, bir Tripadvisor üyesinin öznel görüşü olup Tripadvisor LLC şirketine ait değildir. Tripadvisor, yorumlar üzerinde kontroller yapmaktadır.",arkadaşlar,Aşk şerbetini için 😻,"Alkol aldıysanız ki şarapları çok güzel, gecenin sonunda şat bardaklarında bi içeçek ikram ediyorlar. Aşk şerbeti. Küçük bi şov yapıyorlar. Korkabilirsiniz dikkat edin 😹 Sonra da boş bir kap getirip elinize su dökecekler su buzz gibi, ellerim soğuktan uyuşmuştu 😹
Mekanın manzarası çok güzel, menüler küçük olsada lezzetli. Canlı müzik çok güzel eğlendiriyor. 
Ben burayı çok seviyorum, bende ayrı bir anısı ve özel bir yeri var ❤️
Dip not: Hayatımda ilk kez roka salatasının içinde çilek gördüğüm yerdir 🙄
Devamını okuyun",Cercis Murat Konağı_reviews.json
Cercis Murat Konağı,https://www.tripadvisor.com.tr/Restaurant_Review-g672951-d1090301-Reviews-Cercis_Murat_KonagI-Mardin_Mardin_Province.html,nilg_no2016,https://www.tripadvisor.com.tr/Profile/nilg_no2016,5,"24 Haziran 2018
Bu yorum, bir Tripadvisor üyesinin öznel görüşü olup Tripadvisor LLC şirketine ait değildir. Tripadvisor, yorumlar üzerinde kontroller yapmaktadır.",tek başına,Pahalı ancak güzel bir mekan,"Mardin e gidince akşam yemeği için uğranılması gereken yerlerden bir yer. mekanın içi nezih özellikle sıra gecesinin olduğu Cumartesi akşamları çok eğlenceli yemekleri lezzetli şarap ise tanen oranı yüksek süryani şarapları fiyata gelince makyl fiyatların çok üstünde Rezervasyon yaptırmadan restaurantta akşam yemeği için yer bulmak oldukça zor
Devamını okuyun",Cercis Murat Konağı_reviews.json
Cercis Murat Konağı,https://www.tripadvisor.com.tr/Restaurant_Review-g672951-d1090301-Reviews-Cercis_Murat_KonagI-Mardin_Mardin_Province.html,osman_310,https://www.tripadvisor.com.tr/Profile/osman_310,5,"20 Haziran 2018
Bu yorum, bir Tripadvisor üyesinin öznel görüşü olup Tripadvisor LLC şirketine ait değildir. Tripadvisor, yorumlar üzerinde kontroller yapmaktadır.",aile,Garsonlar,"Garsonların tanıdıkları gelirse normal müşteriyle ilgilenmiyorlar. 21.40 da siparişi verdik 22.25 de siparişi sorduk. Unutmuşlar. Terasta kenar masada oturan çift kalkınca 5 dk kimse oturmadı oraya. Biz bi gatsona buraya geçicez diyip oturduk. Başka garson gelip başka masaya söz verdik diyip bizi kaldırdı. Başka masa da şef garsonun arkadaşıydı beraber oturuyorlardı. Yemeklerin porsiyonu az. Aç karına gelmeyin. Hem çok beklersiniz hem de porsiyonları minnak
Devamını okuyun",Cercis Murat Konağı_reviews.json
Cercis Murat Konağı,https://www.tripadvisor.com.tr/Restaurant_Review-g672951-d1090301-Reviews-Cercis_Murat_KonagI-Mardin_Mardin_Province.html,tubysh,https://www.tripadvisor.com.tr/Profile/tubysh,5,"19 Haziran 2018
Bu yorum, bir Tripadvisor üyesinin öznel görüşü olup Tripadvisor LLC şirketine ait değildir. Tripadvisor, yorumlar üzerinde kontroller yapmaktadır.",belirtilmemiş,manzara,manzarası efsane fix menu de var diğer seçenekleriniz de. güler yüzlüler hizmet iyi. akşam yemeği için rezervasyon yaptırıp gittik memnun kaldık ortalamanın biraz üzerinde fiyatları var ama kalitesi fiyat için uygun,Cercis Murat Konağı_reviews.json
Cercis Murat Konağı,https://www.tripadvisor.com.tr/Restaurant_Review-g672951-d1090301-Reviews-Cercis_Murat_KonagI-Mardin_Mardin_Province.html,nursels2016,https://www.tripadvisor.com.tr/Profile/nursels2016,5,"19 Haziran 2018
Bu yorum, bir Tripadvisor üyesinin öznel görüşü olup Tripadvisor LLC şirketine ait değildir. Tripadvisor, yorumlar üzerinde kontroller yapmaktadır.",çiftler,"Fix menü zorunluluğu, hayal kırıklğı","Arkadaşlarımızın yoğun tavsiyeleri üzerine gittik. Ramazan ayı olduğu için fix menü almaya sizi zorluyorlar. Daha sonra yer olmadığını da söyleyerek kapıdan çevirdiler. Bir turizm şehrinde bu kadar tavsiye edilen mekan bizim için tam bir hayal kırıklığı oldu.
Devamını okuyun",Cercis Murat Konağı_reviews.json
Cercis Murat Konağı,https://www.tripadvisor.com.tr/Restaurant_Review-g672951-d1090301-Reviews-Cercis_Murat_KonagI-Mardin_Mardin_Province.html,metink916,https://www.tripadvisor.com.tr/Profile/metink916,5,"18 Haziran 2018
Bu yorum, bir Tripadvisor üyesinin öznel görüşü olup Tripadvisor LLC şirketine ait değildir. Tripadvisor, yorumlar üzerinde kontroller yapmaktadır.",çiftler,Vasat,Kuzu ve kaburga dolma yedik. Porsiyon kucuktu. Ic pilavlari kotuydu. Butun mezelerde ve salatalarda domates baskindi. Bu performansa gore pahali bir yer.,Cercis Murat Konağı_reviews.json
Cercis Murat Konağı,https://www.tripadvisor.com.tr/Restaurant_Review-g672951-d1090301-Reviews-Cercis_Murat_KonagI-Mardin_Mardin_Province.html,304nurettink,https://www.tripadvisor.com.tr/Profile/304nurettink,5,"18 Haziran 2018
Bu yorum, bir Tripadvisor üyesinin öznel görüşü olup Tripadvisor LLC şirketine ait değildir. Tripadvisor, yorumlar üzerinde kontroller yapmaktadır.",çiftler,Nezih bir mekan,Mekanın tarihi dokusu ile yemeklerin eşsiz tadının bir arada buluştuğu bir yer. Meze tabağını muhakkak almanızı tavsiye ederim.,Cercis Murat Konağı_reviews.json
Cercis Murat Konağı,https://www.tripadvisor.com.tr/Restaurant_Review-g672951-d1090301-Reviews-Cercis_Murat_KonagI-Mardin_Mardin_Province.html,tmmdoktor,https://www.tripadvisor.com.tr/Profile/tmmdoktor,5,"5 Haziran 2018
Bu yorum, bir Tripadvisor üyesinin öznel görüşü olup Tripadvisor LLC şirketine ait değildir. Tripadvisor, yorumlar üzerinde kontroller yapmaktadır.",belirtilmemiş,Ramazan’da fix menülü akşam yemeği,Şık görünümlü bir restoran . Ama bizim gittiğimizde Ramazan oluşu nedeniyle akşam yemeği olarak sadece fix menü var denildi. Ve fix menü fiyatı pahalıydı .,Cercis Murat Konağı_reviews.json
Cercis Murat Konağı,https://www.tripadvisor.com.tr/Restaurant_Review-g672951-d1090301-Reviews-Cercis_Murat_KonagI-Mardin_Mardin_Province.html,MorKadin,https://www.tripadvisor.com.tr/Profile/MorKadin,5,"4 Haziran 2018
Bu yorum, bir Tripadvisor üyesinin öznel görüşü olup Tripadvisor LLC şirketine ait değildir. Tripadvisor, yorumlar üzerinde kontroller yapmaktadır.",çiftler,İstediğinizi yiyemiyorsunuz,"Sadece meze tabağı yemek için gittik. Fakat sadece fiks menü veriyorlarmış. Menüden herhangi birşeyi tek başına yemenize izin yok. Mekandaki tek müşteri siz olsanız bile istediğinizi yiyemiyorsunuz. Bu kadar saçma bir hizmet görmedim.
Devamını okuyun",Cercis Murat Konağı_reviews.json
Cercis Murat Konağı,https://www.tripadvisor.com.tr/Restaurant_Review-g672951-d1090301-Reviews-Cercis_Murat_KonagI-Mardin_Mardin_Province.html,guest20234,https://www.tripadvisor.com.tr/Profile/guest20234,5,"4 Haziran 2018
Bu yorum, bir Tripadvisor üyesinin öznel görüşü olup Tripadvisor LLC şirketine ait değildir. Tripadvisor, yorumlar üzerinde kontroller yapmaktadır.",aile,çok pahalı,Mardin'de nerede yemek yenir sorusuna cevaben genelde bu mekanı önerdiler. ancak fiyatlarının yüksek olması sebebiyle yemek yemeği tercih etmedim. mekanı yerine gidip gördüm. genel olarak temiz ve nezih bir mekan.,Cercis Murat Konağı_reviews.json
Cercis Murat Konağı,https://www.tripadvisor.com.tr/Restaurant_Review-g672951-d1090301-Reviews-Cercis_Murat_KonagI-Mardin_Mardin_Province.html,enisaykanat,https://www.tripadvisor.com.tr/Profile/enisaykanat,5,"29 Mayıs 2018
Bu yorum, bir Tripadvisor üyesinin öznel görüşü olup Tripadvisor LLC şirketine ait değildir. Tripadvisor, yorumlar üzerinde kontroller yapmaktadır.",aile,Temiz ancak pahalı,"Cadde üzerinde temiz ve özenle tasarlamış bir yer
Yemeklerin tadını lezzetli bulmadım
Porsiyonlar az ve ücret normalden fazla idi hangi yemek tercih edeceğimi sorarsanız doğrusu şu yemek çok orijinal muhakkak tadına bakmalıyız diyemiyeceğim
Devamını okuyun",Cercis Murat Konağı_reviews.json
